=== 调试日志生成时间: 2025-10-30 16:46:08 ===

[2025-10-30 16:46:08] 系统: 调试系统初始化完成
[2025-10-30 16:46:08] 系统: 手动开关状态: 开启(1)
[2025-10-30 16:46:26] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/动漫剧情.json, 找到视频: 237个
[2025-10-30 16:46:26] 性能监控: 解析JSON文件 耗时: 0.007秒
[2025-10-30 16:46:26] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/国产新片.json, 找到视频: 1800个
[2025-10-30 16:46:26] 性能监控: 解析JSON文件 耗时: 0.0205秒
[2025-10-30 16:46:27] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/国产视频.json, 找到视频: 32587个
[2025-10-30 16:46:27] 性能监控: 解析JSON文件 耗时: 0.4197秒
[2025-10-30 16:46:27] 性能监控: 解析数据库文件 耗时: 0.9785秒
[2025-10-30 16:46:27] 系统: 分类 🗃️ [数据库] lsp_videos (大) (224,165个视频) 📁 db 第2页返回: 10个视频
[2025-10-30 16:46:27] 性能监控: 获取分类 耗时: 1.7535秒
[2025-10-30 16:46:28] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/完整版.json, 找到视频: 76714个
[2025-10-30 16:46:28] 性能监控: 解析JSON文件 耗时: 0.8966秒
[2025-10-30 16:46:28] 性能监控: 获取热门视频 耗时: 18.2877秒
[2025-10-30 16:46:28] 性能监控: 获取分类 耗时: 19.248秒
=== 调试日志生成时间: 2025-10-30 16:46:28 ===

[2025-10-30 16:46:28] 系统: 调试系统初始化完成
[2025-10-30 16:46:28] 系统: 手动开关状态: 开启(1)
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0032秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0026秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0034秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0027秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0031秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0018秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0023秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0048秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0086秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.002秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0018秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0014秒
=== 调试日志生成时间: 2025-10-30 16:46:28 ===

[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:28] 系统: 调试系统初始化完成
[2025-10-30 16:46:28] 系统: 手动开关状态: 开启(1)
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0024秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0023秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0024秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0017秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0019秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0028秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0021秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0027秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0017秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0025秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0025秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0032秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.002秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0017秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0025秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0017秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0023秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0023秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0017秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0017秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0019秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:28] 性能监控: 按标识查找视频 耗时: 0.1783秒
[2025-10-30 16:46:28] 系统: 获取详情完成: db_adcbc7d8f9bbde4293b3b9f943f5b67c_videos_3, 找到: 1个视频
[2025-10-30 16:46:28] 性能监控: 获取详情 耗时: 0.1813秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0025秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0026秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0015秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0031秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0031秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0029秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.002秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.002秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0031秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0015秒
=== 调试日志生成时间: 2025-10-30 16:46:28 ===

[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0026秒
[2025-10-30 16:46:28] 系统: 调试系统初始化完成
[2025-10-30 16:46:28] 系统: 手动开关状态: 开启(1)
[2025-10-30 16:46:28] 性能监控: 获取播放 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0029秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0029秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 扫描媒体文件 耗时: 0.0694秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0017秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0028秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0077秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0067秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0023秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0021秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0026秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0025秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0032秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0025秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0025秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.002秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:28] 性能监控: 扫描媒体文件 耗时: 0.092秒
[2025-10-30 16:46:28] 性能监控: 解析数据库文件 耗时: 0.0138秒
[2025-10-30 16:46:29] 性能监控: 解析数据库文件 耗时: 1.0379秒
[2025-10-30 16:46:30] 性能监控: 解析数据库文件 耗时: 0.2554秒
[2025-10-30 16:46:34] 性能监控: 解析数据库文件 耗时: 4.3399秒
[2025-10-30 16:46:34] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/AV.json, 找到视频: 1个
[2025-10-30 16:46:34] 性能监控: 解析JSON文件 耗时: 0.0018秒
[2025-10-30 16:46:36] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/lsp_auto_export_1761582324.json, 找到视频: 122024个
[2025-10-30 16:46:36] 性能监控: 解析JSON文件 耗时: 1.5427秒
[2025-10-30 16:46:40] JSON解析: JSON解析完成: /storage/emulated/0/江湖/json/影视/lsp_videos_auto.json, 找到视频: 234601个
[2025-10-30 16:46:40] 性能监控: 解析JSON文件 耗时: 4.0352秒
=== 调试日志生成时间: 2025-10-30 16:46:40 ===

[2025-10-30 16:46:40] 系统: 调试系统初始化完成
[2025-10-30 16:46:40] 系统: 手动开关状态: 开启(1)
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0106秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0065秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0146秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0023秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0019秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0022秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0018秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0018秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0018秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0026秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.002秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.001秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0056秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0101秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0086秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0091秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0019秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0029秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0022秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0021秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0022秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.002秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0017秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.002秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0017秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0036秒
[2025-10-30 16:46:40] 性能监控: 递归扫描目录 耗时: 0.0016秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0043秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0014秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0083秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0161秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0023秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0013秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.002秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0034秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0007秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 扫描媒体文件 耗时: 0.1076秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0008秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0009秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0012秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0011秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0017秒
[2025-10-30 16:46:41] 性能监控: 递归扫描目录 耗时: 0.0029秒
